fecha,busquedas,visitas,festivo,festividad
2017-09-11,42,21,0,
2017-09-12,43,29,0,
2017-09-13,44,19,0,
2017-09-14,64,35,0,
2017-09-15,57,27,0,
2017-09-16,127,66,1,DíaIndependencia
2017-09-17,37,29,0,
2017-09-18,45,20,0,
2017-09-19,54,32,0,
2017-09-20,55,31,0,
2017-09-21,44,27,0,
2017-09-22,45,33,0,
2017-09-23,61,44,0,
2017-09-24,50,33,0,
2017-09-25,54,29,0,
2017-09-26,58,36,0,
2017-09-27,61,34,0,
2017-09-28,48,34,0,
2017-09-29,38,23,0,
2017-09-30,52,28,0,
2017-10-01,55,36,0,
2017-10-02,55,42,0,
2017-10-03,62,32,0,
2017-10-04,48,34,0,
2017-10-05,52,37,0,
2017-10-06,52,24,0,
2017-10-07,38,22,0,
2017-10-08,56,31,0,
2017-10-09,46,18,0,
2017-10-10,54,21,0,
2017-10-11,48,34,0,
2017-10-12,60,27,0,
2017-10-13,48,29,0,
2017-10-14,56,26,0,
2017-10-15,48,35,0,
2017-10-16,45,35,0,
2017-10-17,48,31,0,
2017-10-18,46,29,0,
2017-10-19,48,37,0,
2017-10-20,67,38,0,
2017-10-21,45,25,0,
2017-10-22,47,29,0,
2017-10-23,54,33,0,
2017-10-24,52,39,0,
2017-10-25,45,19,0,
2017-10-26,59,35,0,
2017-10-27,51,39,0,
2017-10-28,43,29,0,
2017-10-29,45,33,0,
2017-10-30,42,31,0,
2017-10-31,48,30,0,
2017-11-01,46,20,0,
2017-11-02,134,83,1,DíaMuertos
2017-11-03,58,25,0,
2017-11-04,53,33,0,
2017-11-05,55,28,0,
2017-11-06,47,22,0,
2017-11-07,52,36,0,
2017-11-08,60,47,0,
2017-11-09,34,14,0,
2017-11-10,62,41,0,
2017-11-11,51,28,0,
2017-11-12,44,31,0,
2017-11-13,45,19,0,
2017-11-14,54,35,0,
2017-11-15,48,23,0,
2017-11-16,48,21,0,
2017-11-17,63,28,0,
2017-11-18,60,40,0,
2017-11-19,48,21,0,
2017-11-20,118,90,1,RevoluciónMexicana
2017-11-21,49,23,0,
2017-11-22,46,31,0,
2017-11-23,52,37,0,
2017-11-24,45,33,0,
2017-11-25,42,31,0,
2017-11-26,49,24,0,
2017-11-27,59,40,0,
2017-11-28,56,42,0,
2017-11-29,60,39,0,
2017-11-30,46,31,0,
2017-12-01,52,24,0,
2017-12-02,53,31,0,
2017-12-03,61,34,0,
2017-12-04,38,15,0,
2017-12-05,48,19,0,
2017-12-06,47,37,0,
2017-12-07,57,37,0,
2017-12-08,52,23,0,
2017-12-09,44,25,0,
2017-12-10,40,31,0,
2017-12-11,62,36,0,
2017-12-12,56,43,0,
2017-12-13,41,18,0,
2017-12-14,56,29,0,
2017-12-15,50,24,0,
2017-12-16,46,26,0,
2017-12-17,42,23,0,
2017-12-18,46,27,0,
2017-12-19,46,22,0,
2017-12-20,59,47,0,
2017-12-21,55,22,0,
2017-12-22,43,18,0,
2017-12-23,49,28,0,
2017-12-24,40,21,0,
2017-12-25,90,57,1,Navidad
2017-12-26,56,26,0,
2017-12-27,56,42,0,
2017-12-28,52,34,0,
2017-12-29,53,24,0,
2017-12-30,48,24,0,
2017-12-31,50,24,0,
2018-01-01,80,49,1,AñoNuevo
2018-01-02,48,24,0,
2018-01-03,56,38,0,
2018-01-04,53,33,0,
2018-01-05,44,34,0,
2018-01-06,50,34,0,
2018-01-07,48,26,0,
2018-01-08,42,31,0,
2018-01-09,39,28,0,
2018-01-10,52,33,0,
2018-01-11,50,31,0,
2018-01-12,49,26,0,
2018-01-13,55,26,0,
2018-01-14,53,21,0,
2018-01-15,55,28,0,
2018-01-16,38,17,0,
2018-01-17,56,44,0,
2018-01-18,46,30,0,
2018-01-19,73,31,0,
2018-01-20,55,27,0,
2018-01-21,58,34,0,
2018-01-22,56,35,0,
2018-01-23,53,25,0,
2018-01-24,44,22,0,
2018-01-25,54,30,0,
2018-01-26,45,19,0,
2018-01-27,35,23,0,
2018-01-28,50,32,0,
2018-01-29,48,27,0,
2018-01-30,48,22,0,
2018-01-31,45,21,0,
2018-02-01,49,20,0,
2018-02-02,50,22,0,
2018-02-03,48,20,0,
2018-02-04,42,22,0,
2018-02-05,77,50,1,DíaConstitución
2018-02-06,47,21,0,
2018-02-07,43,17,0,
2018-02-08,44,31,0,
2018-02-09,40,27,0,
2018-02-10,42,29,0,
2018-02-11,40,28,0,
2018-02-12,49,30,0,
2018-02-13,55,42,0,
2018-02-14,48,30,0,
2018-02-15,49,25,0,
2018-02-16,47,21,0,
2018-02-17,60,24,0,
2018-02-18,58,42,0,
2018-02-19,56,34,0,
2018-02-20,46,22,0,
2018-02-21,48,24,0,
2018-02-22,61,40,0,
2018-02-23,42,29,0,
2018-02-24,51,35,0,
2018-02-25,51,39,0,
2018-02-26,55,28,0,
2018-02-27,47,23,0,
2018-02-28,54,35,0,
2018-03-01,57,23,0,
2018-03-02,58,33,0,
2018-03-03,57,34,0,
2018-03-04,54,34,0,
2018-03-05,45,21,0,
2018-03-06,58,30,0,
2018-03-07,56,42,0,
2018-03-08,39,26,0,
2018-03-09,39,27,0,
2018-03-10,38,26,0,
2018-03-11,42,24,0,
2018-03-12,51,20,0,
2018-03-13,48,20,0,
2018-03-14,54,24,0,
2018-03-15,51,38,0,
2018-03-16,45,27,0,
2018-03-17,61,35,0,
2018-03-18,59,23,0,
2018-03-19,56,41,0,
2018-03-20,45,34,0,
2018-03-21,129,61,1,BenitoJuárez
2018-03-22,58,45,0,
2018-03-23,47,22,0,
2018-03-24,46,34,0,
2018-03-25,47,34,0,
2018-03-26,51,31,0,
2018-03-27,52,20,0,
2018-03-28,56,36,0,
2018-03-29,56,38,0,
2018-03-30,137,74,1,SemanaSanta
2018-03-31,66,26,0,
2018-04-01,50,32,0,
2018-04-02,48,26,0,
2018-04-03,46,27,0,
2018-04-04,61,43,0,
2018-04-05,48,24,0,
2018-04-06,47,22,0,
2018-04-07,42,22,0,
2018-04-08,44,27,0,
2018-04-09,40,17,0,
2018-04-10,43,18,0,
2018-04-11,66,47,0,
2018-04-12,50,36,0,
2018-04-13,34,27,0,
2018-04-14,47,27,0,
2018-04-15,56,39,0,
2018-04-16,43,29,0,
2018-04-17,44,25,0,
2018-04-18,53,26,0,
2018-04-19,45,18,0,
2018-04-20,56,35,0,
2018-04-21,47,30,0,
2018-04-22,51,37,0,
2018-04-23,56,38,0,
2018-04-24,53,30,0,
2018-04-25,48,23,0,
2018-04-26,52,30,0,
2018-04-27,65,29,0,
2018-04-28,43,30,0,
2018-04-29,38,22,0,
2018-04-30,61,42,0,
2018-05-01,52,24,0,
2018-05-02,44,27,0,
2018-05-03,52,36,0,
2018-05-04,60,29,0,
2018-05-05,51,22,0,
2018-05-06,51,35,0,
2018-05-07,45,31,0,
2018-05-08,50,32,0,
2018-05-09,63,43,0,
2018-05-10,136,98,1,DíaMadre
2018-05-11,47,34,0,
2018-05-12,39,24,0,
2018-05-13,53,31,0,
2018-05-14,55,31,0,
2018-05-15,47,28,0,
2018-05-16,54,32,0,
2018-05-17,45,26,0,
2018-05-18,58,39,0,
2018-05-19,51,31,0,
2018-05-20,57,43,0,
2018-05-21,57,30,0,
2018-05-22,49,37,0,
2018-05-23,39,28,0,
2018-05-24,56,40,0,
2018-05-25,47,30,0,
2018-05-26,62,47,0,
2018-05-27,61,43,0,
2018-05-28,51,26,0,
2018-05-29,55,36,0,
2018-05-30,50,36,0,
2018-05-31,45,32,0,
2018-06-01,49,27,0,
2018-06-02,37,25,0,
2018-06-03,55,31,0,
2018-06-04,51,30,0,
2018-06-05,49,25,0,
2018-06-06,49,32,0,
2018-06-07,49,21,0,
2018-06-08,71,37,0,
2018-06-09,44,23,0,
2018-06-10,39,22,0,
2018-06-11,45,28,0,
2018-06-12,50,20,0,
2018-06-13,41,30,0,
2018-06-14,54,40,0,
2018-06-15,61,45,0,
2018-06-16,48,33,0,
2018-06-17,151,66,1,DíaPadre
2018-06-18,57,33,0,
2018-06-19,47,27,0,
2018-06-20,50,28,0,
2018-06-21,54,27,0,
2018-06-22,58,28,0,
2018-06-23,54,42,0,
2018-06-24,55,40,0,
2018-06-25,52,30,0,
2018-06-26,64,33,0,
2018-06-27,49,24,0,
2018-06-28,59,30,0,
2018-06-29,54,21,0,
2018-06-30,48,32,0,
2018-07-01,36,25,0,
2018-07-02,48,30,0,
2018-07-03,51,22,0,
2018-07-04,52,31,0,
2018-07-05,49,37,0,
2018-07-06,41,24,0,
2018-07-07,45,27,0,
2018-07-08,56,35,0,
2018-07-09,48,31,0,
2018-07-10,45,18,0,
2018-07-11,45,19,0,
2018-07-12,53,29,0,
2018-07-13,48,25,0,
2018-07-14,45,20,0,
2018-07-15,45,19,0,
2018-07-16,51,40,0,
2018-07-17,67,34,0,
2018-07-18,50,31,0,
2018-07-19,47,24,0,
2018-07-20,50,37,0,
2018-07-21,53,35,0,
2018-07-22,58,43,0,
2018-07-23,49,21,0,
2018-07-24,58,38,0,
2018-07-25,48,28,0,
2018-07-26,46,30,0,
2018-07-27,39,16,0,
2018-07-28,56,40,0,
2018-07-29,45,31,0,
2018-07-30,41,21,0,
2018-07-31,59,27,0,
2018-08-01,51,30,0,
2018-08-02,54,33,0,
2018-08-03,48,31,0,
2018-08-04,55,41,0,
2018-08-05,50,36,0,
2018-08-06,47,22,0,
2018-08-07,49,31,0,
2018-08-08,48,23,0,
2018-08-09,55,31,0,
2018-08-10,63,42,0,
2018-08-11,51,31,0,
2018-08-12,45,34,0,
2018-08-13,41,23,0,
2018-08-14,54,30,0,
2018-08-15,51,26,0,
2018-08-16,54,23,0,
2018-08-17,54,33,0,
2018-08-18,45,26,0,
2018-08-19,61,46,0,
2018-08-20,51,33,0,
2018-08-21,62,31,0,
2018-08-22,53,22,0,
2018-08-23,43,23,0,
2018-08-24,45,30,0,
2018-08-25,50,36,0,
2018-08-26,58,44,0,
2018-08-27,54,39,0,
2018-08-28,55,41,0,
2018-08-29,53,28,0,
2018-08-30,47,35,0,
2018-08-31,50,23,0,
2018-09-01,55,41,0,
2018-09-02,58,46,0,
2018-09-03,53,24,0,
2018-09-04,51,39,0,
2018-09-05,46,24,0,
2018-09-06,56,26,0,
2018-09-07,44,34,0,
2018-09-08,46,21,0,
2018-09-09,46,27,0,
2018-09-10,58,26,0,
2018-09-11,48,20,0,
2018-09-12,48,34,0,
2018-09-13,48,20,0,
2018-09-14,39,29,0,
2018-09-15,50,22,0,
2018-09-16,85,44,1,DíaIndependencia
2018-09-17,56,40,0,
2018-09-18,53,23,0,
2018-09-19,47,34,0,
2018-09-20,45,19,0,
2018-09-21,43,31,0,
2018-09-22,55,34,0,
2018-09-23,44,30,0,
2018-09-24,48,32,0,
2018-09-25,50,21,0,
2018-09-26,55,39,0,
2018-09-27,51,27,0,
2018-09-28,55,24,0,
2018-09-29,49,33,0,
2018-09-30,56,26,0,
2018-10-01,37,21,0,
2018-10-02,51,35,0,
2018-10-03,58,43,0,
2018-10-04,54,32,0,
2018-10-05,49,35,0,
2018-10-06,52,31,0,
2018-10-07,43,33,0,
2018-10-08,41,21,0,
2018-10-09,45,22,0,
2018-10-10,57,33,0,
2018-10-11,53,41,0,
2018-10-12,53,25,0,
2018-10-13,49,36,0,
2018-10-14,53,35,0,
2018-10-15,42,18,0,
2018-10-16,39,22,0,
2018-10-17,44,24,0,
2018-10-18,58,45,0,
2018-10-19,54,21,0,
2018-10-20,50,20,0,
2018-10-21,39,20,0,
2018-10-22,47,35,0,
2018-10-23,67,41,0,
2018-10-24,44,21,0,
2018-10-25,53,25,0,
2018-10-26,41,20,0,
2018-10-27,46,35,0,
2018-10-28,52,27,0,
2018-10-29,49,24,0,
2018-10-30,43,31,0,
2018-10-31,37,23,0,
2018-11-01,55,24,0,
2018-11-02,127,83,1,DíaMuertos
2018-11-03,47,33,0,
2018-11-04,54,31,0,
2018-11-05,41,31,0,
2018-11-06,45,27,0,
2018-11-07,57,37,0,
2018-11-08,49,33,0,
2018-11-09,41,23,0,
2018-11-10,53,30,0,
2018-11-11,41,21,0,
2018-11-12,45,25,0,
2018-11-13,51,28,0,
2018-11-14,49,32,0,
2018-11-15,45,27,0,
2018-11-16,50,25,0,
2018-11-17,44,29,0,
2018-11-18,59,24,0,
2018-11-19,58,39,0,
2018-11-20,120,94,1,RevoluciónMexicana
2018-11-21,59,28,0,
2018-11-22,57,35,0,
2018-11-23,39,27,0,
2018-11-24,51,25,0,
2018-11-25,57,28,0,
2018-11-26,55,43,0,
2018-11-27,55,23,0,
2018-11-28,50,30,0,
2018-11-29,45,26,0,
2018-11-30,56,39,0,
2018-12-01,64,36,0,
2018-12-02,45,23,0,
2018-12-03,53,29,0,
2018-12-04,56,40,0,
2018-12-05,56,39,0,
2018-12-06,64,36,0,
2018-12-07,51,25,0,
2018-12-08,46,23,0,
2018-12-09,48,37,0,
2018-12-10,46,33,0,
2018-12-11,43,27,0,
2018-12-12,42,27,0,
2018-12-13,50,20,0,
2018-12-14,65,42,0,
2018-12-15,44,30,0,
2018-12-16,57,27,0,
2018-12-17,48,32,0,
2018-12-18,42,19,0,
2018-12-19,58,30,0,
2018-12-20,51,29,0,
2018-12-21,56,38,0,
2018-12-22,45,25,0,
2018-12-23,34,21,0,
2018-12-24,60,47,0,
2018-12-25,92,64,1,Navidad
2018-12-26,64,43,0,
2018-12-27,42,17,0,
2018-12-28,51,22,0,
2018-12-29,59,44,0,
2018-12-30,54,33,0,
2018-12-31,48,26,0,
2019-01-01,140,59,1,AñoNuevo
2019-01-02,62,41,0,
2019-01-03,37,25,0,
2019-01-04,45,30,0,
2019-01-05,46,35,0,
2019-01-06,42,29,0,
2019-01-07,55,27,0,
2019-01-08,54,35,0,
2019-01-09,48,19,0,
2019-01-10,54,36,0,
2019-01-11,67,41,0,
2019-01-12,42,19,0,
2019-01-13,48,33,0,
2019-01-14,50,38,0,
2019-01-15,50,31,0,
2019-01-16,43,19,0,
2019-01-17,48,23,0,
2019-01-18,63,34,0,
2019-01-19,39,20,0,
2019-01-20,61,41,0,
2019-01-21,58,33,0,
2019-01-22,35,22,0,
2019-01-23,46,18,0,
2019-01-24,41,27,0,
2019-01-25,54,31,0,
2019-01-26,55,26,0,
2019-01-27,46,29,0,
2019-01-28,52,36,0,
2019-01-29,51,36,0,
2019-01-30,54,25,0,
2019-01-31,64,45,0,
2019-02-01,46,26,0,
2019-02-02,44,27,0,
2019-02-03,51,36,0,
2019-02-04,53,25,0,
2019-02-05,81,42,1,DíaConstitución
2019-02-06,39,28,0,
2019-02-07,57,38,0,
2019-02-08,48,27,0,
2019-02-09,48,28,0,
2019-02-10,57,39,0,
2019-02-11,47,20,0,
2019-02-12,59,45,0,
2019-02-13,71,32,0,
2019-02-14,38,21,0,
2019-02-15,49,23,0,
2019-02-16,60,31,0,
2019-02-17,41,31,0,
2019-02-18,58,26,0,
2019-02-19,52,38,0,
2019-02-20,49,30,0,
2019-02-21,41,17,0,
2019-02-22,50,21,0,
2019-02-23,52,40,0,
2019-02-24,64,47,0,
2019-02-25,45,32,0,
2019-02-26,42,28,0,
2019-02-27,48,20,0,
2019-02-28,40,26,0,
2019-03-01,46,31,0,
2019-03-02,55,22,0,
2019-03-03,47,22,0,
2019-03-04,56,23,0,
2019-03-05,54,41,0,
2019-03-06,43,29,0,
2019-03-07,56,24,0,
2019-03-08,40,28,0,
2019-03-09,44,32,0,
2019-03-10,49,37,0,
2019-03-11,37,15,0,
2019-03-12,47,24,0,
2019-03-13,47,18,0,
2019-03-14,55,22,0,
2019-03-15,56,23,0,
2019-03-16,58,24,0,
2019-03-17,47,21,0,
2019-03-18,43,17,0,
2019-03-19,42,18,0,
2019-03-20,40,26,0,
2019-03-21,122,61,1,BenitoJuárez
2019-03-22,53,36,0,
2019-03-23,52,22,0,
2019-03-24,45,20,0,
2019-03-25,62,37,0,
2019-03-26,53,23,0,
2019-03-27,49,38,0,
2019-03-28,47,30,0,
2019-03-29,55,42,0,
2019-03-30,43,31,0,
2019-03-31,43,29,0,
2019-04-01,38,23,0,
2019-04-02,43,24,0,
2019-04-03,45,26,0,
2019-04-04,54,38,0,
2019-04-05,40,26,0,
2019-04-06,52,30,0,
2019-04-07,49,30,0,
2019-04-08,53,41,0,
2019-04-09,51,25,0,
2019-04-10,57,41,0,
2019-04-11,45,32,0,
2019-04-12,53,25,0,
2019-04-13,46,32,0,
2019-04-14,53,25,0,
2019-04-15,52,36,0,
2019-04-16,35,14,0,
2019-04-17,53,30,0,
2019-04-18,43,28,0,
2019-04-19,146,110,1,SemanaSanta
2019-04-20,44,21,0,
2019-04-21,49,21,0,
2019-04-22,45,27,0,
2019-04-23,54,22,0,
2019-04-24,58,33,0,
2019-04-25,56,34,0,
2019-04-26,50,23,0,
2019-04-27,57,44,0,
2019-04-28,47,31,0,
2019-04-29,61,45,0,
2019-04-30,55,28,0,
2019-05-01,47,32,0,
2019-05-02,51,29,0,
2019-05-03,56,25,0,
2019-05-04,50,20,0,
2019-05-05,54,23,0,
2019-05-06,55,31,0,
2019-05-07,45,30,0,
2019-05-08,37,27,0,
2019-05-09,55,38,0,
2019-05-10,96,71,1,DíaMadre
2019-05-11,49,28,0,
2019-05-12,51,35,0,
2019-05-13,56,41,0,
2019-05-14,48,28,0,
2019-05-15,50,22,0,
2019-05-16,62,26,0,
2019-05-17,47,30,0,
2019-05-18,49,28,0,
2019-05-19,56,31,0,
2019-05-20,47,34,0,
2019-05-21,55,40,0,
2019-05-22,59,45,0,
2019-05-23,53,35,0,
2019-05-24,53,23,0,
2019-05-25,56,22,0,
2019-05-26,50,26,0,
2019-05-27,54,22,0,
2019-05-28,52,38,0,
2019-05-29,50,26,0,
2019-05-30,43,21,0,
2019-05-31,55,25,0,
2019-06-01,58,44,0,
2019-06-02,43,31,0,
2019-06-03,56,31,0,
2019-06-04,53,34,0,
2019-06-05,50,28,0,
2019-06-06,60,24,0,
2019-06-07,51,36,0,
2019-06-08,44,26,0,
2019-06-09,43,34,0,
2019-06-10,51,25,0,
2019-06-11,48,33,0,
2019-06-12,40,19,0,
2019-06-13,46,20,0,
2019-06-14,54,29,0,
2019-06-15,52,32,0,
2019-06-16,77,36,1,DíaPadre
2019-06-17,46,24,0,
2019-06-18,56,26,0,
2019-06-19,55,42,0,
2019-06-20,55,31,0,
2019-06-21,51,36,0,
2019-06-22,47,25,0,
2019-06-23,56,37,0,
2019-06-24,48,33,0,
2019-06-25,44,34,0,
2019-06-26,50,32,0,
2019-06-27,65,37,0,
2019-06-28,49,38,0,
2019-06-29,54,31,0,
2019-06-30,43,28,0,
2019-07-01,55,31,0,
2019-07-02,55,33,0,
2019-07-03,51,35,0,
2019-07-04,51,33,0,
2019-07-05,53,26,0,
2019-07-06,56,24,0,
2019-07-07,53,28,0,
2019-07-08,36,16,0,
2019-07-09,43,26,0,
2019-07-10,46,23,0,
2019-07-11,37,21,0,
2019-07-12,56,43,0,
2019-07-13,40,22,0,
2019-07-14,49,34,0,
2019-07-15,41,26,0,
2019-07-16,52,41,0,
2019-07-17,48,27,0,
2019-07-18,46,27,0,
2019-07-19,48,32,0,
2019-07-20,62,33,0,
2019-07-21,38,18,0,
2019-07-22,46,30,0,
2019-07-23,50,26,0,
2019-07-24,45,33,0,
2019-07-25,43,32,0,
2019-07-26,53,38,0,
2019-07-27,46,23,0,
2019-07-28,45,18,0,
2019-07-29,43,28,0,
2019-07-30,42,17,0,
2019-07-31,52,27,0,
2019-08-01,53,24,0,
2019-08-02,51,34,0,
2019-08-03,53,37,0,
2019-08-04,35,22,0,
2019-08-05,55,38,0,
2019-08-06,72,52,0,
2019-08-07,47,33,0,
2019-08-08,52,32,0,
2019-08-09,63,31,0,
2019-08-10,51,29,0,
2019-08-11,48,21,0,
2019-08-12,39,28,0,
2019-08-13,39,28,0,
2019-08-14,55,40,0,
2019-08-15,45,35,0,
2019-08-16,66,29,0,
2019-08-17,61,44,0,
2019-08-18,56,27,0,
2019-08-19,41,24,0,
2019-08-20,50,38,0,
2019-08-21,60,30,0,
2019-08-22,48,26,0,
2019-08-23,41,17,0,
2019-08-24,60,39,0,
2019-08-25,53,39,0,
2019-08-26,35,20,0,
2019-08-27,43,32,0,
2019-08-28,47,24,0,
2019-08-29,71,47,0,
2019-08-30,56,23,0,
2019-08-31,52,22,0,
2019-09-01,47,23,0,
2019-09-02,56,31,0,
2019-09-03,63,41,0,
2019-09-04,46,35,0,
2019-09-05,35,14,0,
2019-09-06,53,31,0,
2019-09-07,56,37,0,
2019-09-08,40,26,0,
2019-09-09,59,29,0,
2019-09-10,53,35,0,
2019-09-11,43,26,0,
2019-09-12,45,26,0,
2019-09-13,56,25,0,
2019-09-14,53,32,0,
2019-09-15,44,18,0,
2019-09-16,94,55,1,DíaIndependencia
2019-09-17,38,25,0,
2019-09-18,56,26,0,
2019-09-19,39,30,0,
2019-09-20,67,40,0,
2019-09-21,35,27,0,
2019-09-22,53,24,0,
2019-09-23,52,21,0,
2019-09-24,51,37,0,
2019-09-25,42,23,0,
2019-09-26,43,27,0,
2019-09-27,48,23,0,
2019-09-28,58,34,0,
2019-09-29,64,35,0,
2019-09-30,56,28,0,
2019-10-01,50,25,0,
2019-10-02,60,46,0,
2019-10-03,68,32,0,
2019-10-04,51,24,0,
2019-10-05,51,31,0,
2019-10-06,60,30,0,
2019-10-07,58,35,0,
2019-10-08,54,33,0,
2019-10-09,52,24,0,
2019-10-10,57,39,0,
2019-10-11,50,29,0,
2019-10-12,53,32,0,
2019-10-13,47,26,0,
2019-10-14,58,31,0,
2019-10-15,50,33,0,
2019-10-16,55,26,0,
2019-10-17,51,40,0,
2019-10-18,58,40,0,
2019-10-19,48,27,0,
2019-10-20,52,31,0,
2019-10-21,47,34,0,
2019-10-22,56,30,0,
2019-10-23,46,29,0,
2019-10-24,49,30,0,
2019-10-25,59,45,0,
2019-10-26,35,25,0,
2019-10-27,36,22,0,
2019-10-28,48,21,0,
2019-10-29,48,20,0,
2019-10-30,57,38,0,
2019-10-31,60,43,0,
2019-11-01,50,36,0,
2019-11-02,93,50,1,DíaMuertos
2019-11-03,40,27,0,
2019-11-04,62,30,0,
2019-11-05,47,31,0,
2019-11-06,55,28,0,
2019-11-07,51,20,0,
2019-11-08,45,29,0,
2019-11-09,52,36,0,
2019-11-10,38,27,0,
2019-11-11,52,21,0,
2019-11-12,55,33,0,
2019-11-13,48,37,0,
2019-11-14,43,27,0,
2019-11-15,62,34,0,
2019-11-16,44,34,0,
2019-11-17,43,25,0,
2019-11-18,48,36,0,
2019-11-19,43,24,0,
2019-11-20,106,58,1,RevoluciónMexicana
2019-11-21,41,30,0,
2019-11-22,63,31,0,
2019-11-23,43,27,0,
2019-11-24,44,24,0,
2019-11-25,62,45,0,
2019-11-26,52,38,0,
2019-11-27,57,27,0,
2019-11-28,43,29,0,
2019-11-29,41,20,0,
2019-11-30,60,32,0,
2019-12-01,49,32,0,
2019-12-02,47,32,0,
2019-12-03,59,34,0,
2019-12-04,51,22,0,
2019-12-05,62,43,0,
2019-12-06,41,26,0,
2019-12-07,52,31,0,
2019-12-08,47,19,0,
2019-12-09,44,28,0,
2019-12-10,52,37,0,
2019-12-11,49,37,0,
2019-12-12,49,27,0,
2019-12-13,43,19,0,
2019-12-14,54,41,0,
2019-12-15,46,28,0,
2019-12-16,37,25,0,
2019-12-17,53,30,0,
2019-12-18,61,30,0,
2019-12-19,51,22,0,
2019-12-20,60,44,0,
2019-12-21,42,24,0,
2019-12-22,56,35,0,
2019-12-23,54,31,0,
2019-12-24,48,21,0,
2019-12-25,132,56,1,Navidad
2019-12-26,51,22,0,
2019-12-27,43,32,0,
2019-12-28,42,22,0,
2019-12-29,49,26,0,
2019-12-30,43,25,0,
2019-12-31,48,19,0,
2020-01-01,90,62,1,AñoNuevo
2020-01-02,48,24,0,
2020-01-03,63,49,0,
2020-01-04,53,24,0,
2020-01-05,53,40,0,
2020-01-06,57,30,0,
2020-01-07,54,31,0,
2020-01-08,48,30,0,
2020-01-09,56,35,0,
2020-01-10,58,43,0,
2020-01-11,46,18,0,
2020-01-12,50,24,0,
2020-01-13,48,23,0,
2020-01-14,48,31,0,
2020-01-15,47,24,0,
2020-01-16,49,30,0,
2020-01-17,56,24,0,
2020-01-18,49,26,0,
2020-01-19,41,22,0,
2020-01-20,53,21,0,
2020-01-21,43,24,0,
2020-01-22,54,35,0,
2020-01-23,51,36,0,
2020-01-24,52,30,0,
2020-01-25,51,24,0,
2020-01-26,40,25,0,
2020-01-27,45,23,0,
2020-01-28,48,35,0,
2020-01-29,56,33,0,
2020-01-30,49,34,0,
2020-01-31,55,42,0,
2020-02-01,43,22,0,
2020-02-02,54,36,0,
2020-02-03,40,30,0,
2020-02-04,59,36,0,
2020-02-05,123,78,1,DíaConstitución
2020-02-06,60,37,0,
2020-02-07,58,29,0,
2020-02-08,50,23,0,
2020-02-09,54,40,0,
2020-02-10,51,23,0,
2020-02-11,47,36,0,
2020-02-12,50,25,0,
2020-02-13,38,29,0,
2020-02-14,50,25,0,
2020-02-15,47,36,0,
2020-02-16,49,28,0,
2020-02-17,47,27,0,
2020-02-18,47,28,0,
2020-02-19,50,39,0,
2020-02-20,53,41,0,
2020-02-21,59,34,0,
2020-02-22,36,28,0,
2020-02-23,47,19,0,
2020-02-24,55,24,0,
2020-02-25,42,22,0,
2020-02-26,54,35,0,
2020-02-27,48,19,0,
2020-02-28,52,31,0,
2020-02-29,37,29,0,
2020-03-01,51,36,0,
2020-03-02,53,33,0,
2020-03-03,60,41,0,
2020-03-04,45,27,0,
2020-03-05,39,18,0,
2020-03-06,51,20,0,
2020-03-07,37,22,0,
2020-03-08,44,20,0,
2020-03-09,56,36,0,
2020-03-10,43,19,0,
2020-03-11,42,21,0,
2020-03-12,44,24,0,
2020-03-13,49,20,0,
2020-03-14,51,23,0,
2020-03-15,41,27,0,
2020-03-16,57,37,0,
2020-03-17,42,33,0,
2020-03-18,43,33,0,
2020-03-19,59,32,0,
2020-03-20,55,31,0,
2020-03-21,103,51,1,BenitoJuárez
2020-03-22,35,22,0,
2020-03-23,44,32,0,
2020-03-24,52,21,0,
2020-03-25,34,21,0,
2020-03-26,44,18,0,
2020-03-27,41,28,0,
2020-03-28,46,25,0,
2020-03-29,51,34,0,
2020-03-30,54,36,0,
2020-03-31,43,24,0,
2020-04-01,41,25,0,
2020-04-02,40,18,0,
2020-04-03,54,34,0,
2020-04-04,41,16,0,
2020-04-05,60,27,0,
2020-04-06,49,21,0,
2020-04-07,52,21,0,
2020-04-08,48,21,0,
2020-04-09,54,27,0,
2020-04-10,129,97,1,SemanaSanta
2020-04-11,54,28,0,
2020-04-12,63,25,0,
2020-04-13,64,33,0,
2020-04-14,45,35,0,
2020-04-15,47,19,0,
2020-04-16,48,30,0,
2020-04-17,54,24,0,
2020-04-18,40,20,0,
2020-04-19,45,25,0,
2020-04-20,45,31,0,
2020-04-21,42,22,0,
2020-04-22,56,41,0,
2020-04-23,61,27,0,
2020-04-24,56,25,0,
2020-04-25,51,21,0,
2020-04-26,44,23,0,
2020-04-27,39,21,0,
2020-04-28,52,22,0,
2020-04-29,41,19,0,
2020-04-30,58,28,0,
2020-05-01,53,41,0,
2020-05-02,52,21,0,
2020-05-03,59,41,0,
2020-05-04,64,44,0,
2020-05-05,57,26,0,
2020-05-06,53,34,0,
2020-05-07,56,25,0,
2020-05-08,49,23,0,
2020-05-09,48,32,0,
2020-05-10,131,64,1,DíaMadre
2020-05-11,50,28,0,
2020-05-12,52,38,0,
2020-05-13,45,24,0,
2020-05-14,52,40,0,
2020-05-15,57,42,0,
2020-05-16,41,30,0,
2020-05-17,45,29,0,
2020-05-18,57,27,0,
2020-05-19,55,23,0,
2020-05-20,62,35,0,
